3,1,5,7,1,0,0,Pabva bango ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,2,0,0,Seka hurema ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,3,0,0,Ane ganda ane nyama ________,2,Pedzisa Tsumo,0,0,Yes
3,1,5,7,4,0,0,Mwana asingacheme ________,2,Pedzisa Tsumo,0,0,Yes
3,1,5,7,5,0,0,Reva ishe ________,2,Pedzisa Tsumo,0,0,Yes
3,1,5,7,6,0,0,Chidyamatoo ________,2,Pedzisa Tsumo Iyi,0,0,Yes
3,1,5,7,7,0,0,Zanondega ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,8,0,0,Chisi hachieri ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,9,0,0,Rurimi ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,10,0,0,Mwana wamambo ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,11,0,0,Kugarika ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,12,0,0,Chisi chako ________,2,Pedzisa tsumo,0,0,Yes
3,1,5,7,13,0,0,Nhamo inhamo zvayo ________,2,Pedzisa Tsumo,0,0,Yes
3,1,5,7,14,0,0,Chave chigondora chave chimombe ________,2,Pedzisa tsumo iyi,0,0,Yes
3,8,5,7,1,0,0,Gwanza rinowanikwa pakati pemazino riri rekuzvarwa naro rinonzi ________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,2,0,0,Zuva risingarimwe rinonzi ________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,3,0,0,Chipo akavharira huku mu________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,4,0,0,Jongwe rine________mutsvuku pamosoro waro,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,5,0,0,Nditambidze ma________ndivhare danga,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,6,0,0,Baba vembudzi vanonzi ________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,8,5,7,7,0,0,Mombe yedu i________isina kana nenyanga dzese,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,1,0,0,Shiri yavakira________mumuhacha,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,2,0,0,Tayambuka rwizi nepa________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,3,0,0,Vakomana varasika mu________remazhanje,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,4,0,0,Takasvuura ________ pamusasa ndokubva taruka tyava,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,5,0,0,Mvura yainaya zvikuru sezvo waive mwaka we________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,6,0,0,Kunze kune ________saka hapana chatiri kumboona,3,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,7,0,0,Sekai ane misodzi pamtama nekuti anga achi________,2,Zadzisa nezwi rakakodzera,0,0,Yes
3,11,5,7,8,0,0,Kudya uku kuno________seuchi,2,Zadzisa nezwi rakakodzera,0,0,Yes
